Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2025-03-18,60.0781,60.5262,59.7734,60.1856,278152.29569911
2025-03-19,60.1856,60.7413,59.4687,60.6696,278308.51903151
2025-03-20,60.7413,61.028,59.4866,60.0601,204520.89149516
2025-03-21,60.2036,60.9205,59.5763,59.7375,660337.05608762
2025-03-24,58.25,60.5441,56.7265,60.347,314065.80805646
2025-03-25,60.4366,62.7844,60.3111,62.5336,747819.89047091
2025-03-26,62.5515,62.7307,61.5478,62.0855,275649.37473784
2025-03-27,62.0855,62.1034,60.8667,61.5299,234130.79239009
2025-03-28,61.745,61.745,60.9384,61.0638,162702.13717301
2025-03-31,60.9384,61.3327,58.9668,61.0638,529939.67229347
2025-04-01,61.0638,61.0638,59.6479,60.1498,367045.6035978
2025-04-02,60.6517,61.512,60.2573,61.4761,212433.60328133
2025-04-03,61.2252,62.5515,60.5441,61.0638,328644.79261242
2025-04-04,60.9384,62.2827,59.4149,59.5045,787046.45335613
2025-04-07,57.4076,64.5051,57.0491,63.0174,1452080.2523443
2025-04-08,63.6269,64.523,62.4618,64.3258,705234.52593904
2025-04-09,64.0033,66.2257,62.7307,64.9352,1018800.4193318
2025-04-10,67.2115,67.4803,64.971,66.3153,647753.26666263
2025-04-11,66.3153,67.4983,65.7956,67.319,750846.15959573
2025-04-14,67.6595,67.9284,66.405,67.5699,583323.41673717
2025-04-15,67.2115,70.5631,67.2115,69.9358,979404.24254284
2025-04-16,69.882,70.3301,69.0037,70.0791,327220.92852567
2025-04-17,70.0612,70.7603,69.9,70.4914,357476.92448817
2025-04-22,69.9896,71.3338,69.8282,71.2442,383788.28130752
2025-04-23,71.3875,72.0687,69.5414,72.0507,644905.53848913
2025-04-24,71.8894,72.678,70.6527,72.1403,419719.64776001
2025-04-25,72.0687,72.4988,71.6206,71.9252,385568.11141596
2025-04-28,71.6922,72.3733,71.4234,71.9073,680178.53518363
2025-04-29,71.6026,71.8357,70.2584,70.6885,505566.60067685
2025-04-30,70.1688,76.406,69.0396,73.4846,1169091.7286264
2025-05-02,74.3807,74.3807,72.8034,73.3053,390544.94043391
2025-05-05,72.7855,75.7249,72.7855,75.6353,412488.73923168
2025-05-06,75.6353,75.9938,73.9326,75.9938,360768.77327807
2025-05-07,76.173,77.5173,76.0654,76.9796,538931.44095416
2025-05-08,77.1946,80.0086,77.1946,79.0407,805818.91850613
2025-05-09,79.7576,80.4745,79.0586,80.4745,609651.5117707
2025-05-12,80.6358,82.231,79.3812,79.9907,510999.82500161
2025-05-13,80.4566,81.8008,79.3633,80.833,457108.35472761
2025-05-14,80.4745,81.4782,78.4134,79.0048,433299.91886953
2025-05-15,78.6285,78.8614,76.8362,77.2484,452361.39718448
2025-05-16,77.2484,77.9653,76.3343,76.8899,345086.18246679
2025-05-19,76.173,77.4455,74.8826,75.7249,312181.08513913
2025-05-20,73.3053,75.707,72.3195,75.2052,2783828.367025
2025-05-21,75.2768,76.5494,74.6137,74.8288,949792.10988602
2025-05-22,74.56,74.56,72.6243,73.4846,532041.99199523
2025-05-23,73.4667,73.4846,71.1904,73.1081,688571.07577646
2025-05-26,73.3053,74.793,73.2157,74.3269,291454.71245315
2025-05-27,74.3449,75.1335,73.7534,74.3986,342706.00840955
2025-05-28,74.3807,75.2947,73.6816,74.076,350421.20926832
2025-05-29,74.4165,74.4703,73.162,73.843,326659.64040996
2025-05-30,74.2014,74.3269,72.8931,74.1118,504486.42792139
2025-06-02,73.1799,74.3807,72.929,73.4846,308502.02566106
2025-06-03,73.7534,73.7534,72.2837,72.6959,212494.97673334
2025-06-04,73.1799,73.4846,72.2478,72.3733,261479.91848897
2025-06-05,72.911,72.911,70.9215,71.3875,407883.49856866
2025-06-06,71.4413,72.1045,70.2047,71.7281,330554.06491056
2025-06-09,72.5883,73.0723,71.8715,72.2478,462884.15450271
2025-06-10,72.4988,73.843,72.1941,72.212,370935.56457461
2025-06-11,72.2299,72.5704,71.2621,71.531,296791.97101657
2025-06-12,71.531,71.9432,70.1867,70.4735,554349.5679813
2025-06-13,71.3977,73.304,71.3399,71.3592,625116.14253488
2025-06-16,71.4747,72.6878,70.9548,71.0126,312489.51780833
2025-06-17,71.2244,71.9946,70.0113,71.9176,440638.78405104
2025-06-18,72.2064,72.2064,70.3964,70.6468,359339.57498215
2025-06-20,70.9741,72.0524,70.3194,72.0524,393918.56297403
2025-06-23,72.0139,72.0139,69.9151,70.512,338129.55020686
2025-06-24,71.2629,75.268,71.2629,74.6518,542877.95881385
2025-06-25,74.7096,77.232,74.6326,76.6928,555155.26012844
2025-06-26,77.0009,78.7916,76.1922,77.4823,501887.14501698
2025-06-27,77.7904,77.7904,76.3655,77.5978,250374.89040445
2025-06-30,77.6363,78.4258,77.0009,78.4258,477523.66112231
2025-07-01,78.4643,79.1575,76.5388,76.5388,627576.79624167
2025-07-02,76.3463,76.3463,73.5735,74.6133,446536.45891265
2025-07-03,74.6133,74.8059,71.6095,72.4182,756212.16883085
2025-07-04,72.476,73.535,71.2629,71.8021,362264.52257114
2025-07-07,71.0511,71.2052,67.3349,67.3927,1640937.1449755
2025-07-08,67.7007,70.4735,67.6815,69.4337,749632.07544439
2025-07-09,69.4337,70.7623,68.7405,69.7995,342100.45739177
2025-07-10,70.1654,70.4735,68.5287,68.7405,228986.21115995
2025-07-11,68.7598,69.3952,68.5672,69.2026,187345.17819024
2025-07-14,69.3182,69.6648,68.7405,69.4144,169145.27348345
2025-07-15,69.4144,69.7995,68.6442,69.0871,152389.14617322
2025-07-16,69.0871,69.2797,68.0088,68.4517,246221.17399522
2025-07-17,68.4517,69.1256,68.1051,68.9908,325094.00608688
2025-07-18,69.2219,71.3592,69.0871,71.1474,397176.92965963
2025-07-21,71.2437,71.4362,70.0691,70.666,180643.55821717
2025-07-22,70.2809,70.3387,68.3939,68.6827,365083.52390513
2025-07-23,69.0293,69.4915,68.6827,68.9331,198624.29959254
2025-07-24,68.9908,70.435,68.9908,70.2039,258959.65312569
2025-07-25,70.0499,71.2437,69.761,70.3964,157705.15532111
2025-07-28,70.4927,71.1089,69.5877,69.9921,143131.3131261
2025-07-29,70.2617,71.2052,70.0691,71.2052,204990.42309145
2025-07-30,71.2437,72.4567,70.7623,72.2064,329629.95996512
2025-07-31,72.2449,73.3425,71.2437,72.2642,428942.10976139
2025-08-01,69.3182,69.7033,67.4312,67.5082,1257537.3832208
2025-08-04,67.874,69.9536,67.4312,69.607,395373.7659471
2025-08-05,69.9921,72.7648,69.9728,71.4747,556764.18904014
2025-08-06,72.4375,73.612,71.7443,73.304,428867.32416963
2025-08-07,73.3232,76.1537,73.2654,75.0947,533168.29614982
2025-08-08,74.8636,75.5375,73.4387,74.517,209467.17170954
2025-08-11,74.3245,75.2872,73.5735,74.1319,160991.56660363
2025-08-12,74.1319,74.4978,73.4002,73.8238,194216.10443356
2025-08-13,73.8431,75.6723,72.8226,73.381,202301.25785427
2025-08-14,73.535,73.9394,71.9176,73.5158,342645.76899838
2025-08-18,73.5158,74.5555,72.63,74.3245,173875.46216253
2025-08-19,74.5363,75.2487,74.2282,74.517,182311.69238901
2025-08-20,74.3245,74.4593,73.304,73.6313,114871.70763828
2025-08-21,73.612,74.6711,73.5735,74.6133,143131.3131261
2025-08-22,74.594,74.7096,73.6698,74.6133,220424.29959174
2025-08-25,74.6133,75.2872,74.1897,74.7866,168280.04573429
2025-08-26,74.6133,74.9984,74.363,74.6518,218454.94567529
2025-08-27,74.7096,74.9791,73.0922,73.9009,202794.63502215
2025-08-28,73.9394,74.0357,71.2437,72.7263,273707.99503482
2025-08-29,72.3027,74.8059,71.9369,74.1319,256177.00589881
2025-09-01,74.1319,74.8059,72.8611,74.0164,187799.0851847
2025-09-02,74.1319,74.8444,72.4952,72.6878,183306.75623499
2025-09-03,72.6878,74.1704,72.4952,73.458,160482.60910412
2025-09-04,73.6506,74.6903,73.0729,74.6518,202679.34056818
2025-09-05,74.3245,75.6723,73.7853,73.7853,319666.85724012
2025-09-08,73.9394,75.6531,73.9394,75.6531,171652.6681851
2025-09-09,75.5761,75.7108,74.9984,75.422,124427.64436368
2025-09-10,74.9791,75.2872,72.7841,72.9959,295627.44424309
2025-09-11,73.1692,73.7276,73.1499,73.381,158199.57117777
2025-09-12,73.381,73.8624,72.7841,72.8996,131760.78711165
2025-09-15,73.1114,73.5543,72.322,73.0151,170132.02781923
2025-09-16,73.1307,73.8624,70.7623,71.1089,417954.85990473
2025-09-17,71.6095,71.9754,69.4144,69.5107,333781.5989968
2025-09-18,69.5107,70.666,69.4722,70.2809,280412.73107422
2025-09-19,70.4735,71.4362,69.3182,69.3182,888948.28470176
2025-09-22,69.3182,69.8958,68.8368,69.53,187424.1185371
2025-09-23,69.53,70.435,69.53,70.2039,164037.00209046
2025-09-24,70.2617,70.2809,69.2411,69.684,171384.68648127
2025-09-25,69.7033,70.2617,69.0293,69.0871,113600.35257829
2025-09-26,69.1449,69.9343,68.9138,69.3182,163002.46807106
2025-09-29,69.607,69.6648,68.7598,68.8946,161622.05068975
2025-09-30,69.2026,69.7995,68.8946,69.1256,251172.60338327
2025-10-01,69.4722,69.5877,68.4517,68.6827,214715.66608709
2025-10-02,69.0293,69.4337,68.5672,68.6442,210447.69391267
2025-10-03,69.2219,69.3182,68.0666,68.1436,166607.75680735
2025-10-06,68.856,69.2989,66.3914,66.3914,437800.04763033
2025-10-07,66.9113,67.1809,65.0435,66.7572,596095.17817535
2025-10-08,67.3349,67.5852,64.3504,65.0435,560761.06344441
2025-10-09,65.5442,66.738,65.1206,66.0448,460915.02761805
2025-10-10,66.0448,66.0448,64.5622,64.9088,289355.84142266
2025-10-13,65.2746,66.0448,64.697,65.1013,339682.38992474
2025-10-14,65.2168,65.3901,64.3696,64.6199,226811.19686614
2025-10-15,65.005,65.2554,64.2348,64.5814,282038.27900631
2025-10-16,65.0821,65.8523,64.697,64.7932,232803.39240623
2025-10-17,64.7932,64.9473,64.1193,64.697,258413.30283031
2025-10-20,65.3516,67.2001,64.8317,66.7187,460868.2866232
2025-10-21,67.1231,67.874,65.8715,65.987,259980.68419103
2025-10-22,65.3709,66.1026,64.5429,64.697,425938.22182554
2025-10-23,64.9858,65.679,64.7547,65.6212,205297.8749687
2025-10-24,65.6212,66.2759,65.1591,65.3709,252550.94338703
2025-10-27,66.4299,66.6032,65.5827,65.6405,214721.89821974
2025-10-28,66.1988,66.6032,65.679,65.9293,310040.28967805
2025-10-29,59.7484,65.7175,59.5559,63.1566,3361299.7044707
2025-10-30,64.697,66.5454,63.4646,65.9485,833550.85760257
2025-10-31,66.3336,67.1038,64.7932,67.1038,615198.74211596
2025-11-03,67.3542,67.3542,65.7752,65.8715,353916.58089048
2025-11-04,66.1411,68.0666,65.91,67.9318,462770.12576931
2025-11-05,68.1244,70.0884,67.9896,68.856,546474.93803994
2025-11-06,68.5095,69.2797,67.72,67.8163,340458.29043929
2025-11-07,68.3554,68.5865,67.0076,67.4119,318112.97883347
2025-11-10,68.3362,68.7405,67.6622,68.7405,171793.92985843
2025-11-12,69.7033,70.7238,69.0101,69.607,371374.86181228
2025-11-13,70.2617,70.2617,67.1423,67.1423,681534.6006994
2025-11-14,67.3734,68.1821,66.4684,67.4312,300813.61729417
2025-11-17,67.9511,68.0666,66.1026,66.3529,187293.24375152
2025-11-18,66.2374,66.9305,65.4672,66.0641,221643.72021301
2025-11-19,65.756,67.7393,65.756,67.4312,165925.3382825
2025-11-20,68.3554,68.3554,67.0461,67.3927,107623.73736982
2025-11-21,67.3734,67.4312,65.4864,65.4864,267188.14559728
2025-11-24,65.6982,65.9485,64.7355,65.7945,199303.60205106
2025-11-25,65.9485,66.661,65.1976,66.661,208215.55173627
2025-11-26,66.8535,67.4119,66.2374,67.1809,216812.77872281
2025-11-27,67.3927,67.6622,66.3529,67.6622,150250.48598652
2025-11-28,67.6622,68.1244,66.969,68.0281,133945.14960442
2025-12-01,68.0281,68.1051,67.2194,67.3927,214922.36515322
2025-12-02,67.7393,67.7393,66.6802,67.3927,188876.20544385
2025-12-03,67.3927,67.7393,66.6225,66.6225,101454.96473806
2025-12-04,67.6237,67.6237,66.0256,66.7187,200598.84695286
2025-12-05,66.9113,67.2771,65.9678,65.9678,125493.33904632
2025-12-08,65.9485,66.6995,65.6982,66.4684,140504.46921539
2025-12-09,66.661,68.1436,66.0641,68.1436,417883.19037929
2025-12-10,68.3169,70.7815,67.4889,69.7033,413103.14463904
2025-12-11,69.7033,69.7995,67.8355,68.2014,229353.90698612
2025-12-12,68.4517,69.0293,66.9498,67.0076,415390.33732049
2025-12-15,67.3927,68.6827,66.9113,67.7393,241850.37163213
2025-12-16,68.0088,68.0858,66.661,66.7187,263922.50809025
2025-12-17,67.2001,67.2001,65.8523,66.6032,286441.28072141
2025-12-18,66.892,67.5274,66.3144,66.815,262871.35505046
2025-12-19,66.815,67.5274,66.661,67.2194,318643.74879724
2025-12-22,67.7393,68.548,67.3542,68.3554,278915.98055016
2025-12-23,68.5095,68.9523,67.8355,68.3939,311053.01123319
2025-12-29,68.6442,69.7033,68.6442,69.5492,195880.08385031
2025-12-30,69.5877,69.761,68.779,69.1449,146221.41223024
2026-01-02,69.4144,70.666,69.3374,70.666,325200.99103066
2026-01-05,71.0511,71.4747,70.3579,70.743,283834.17189742
2026-01-07,71.4362,71.7636,70.1654,71.7636,603088.66969406
2026-01-08,71.4362,71.4362,68.779,69.9536,491023.49912448
2026-01-09,70.2809,71.9176,69.5492,71.7636,508893.10080098
2026-01-12,72.1487,72.1679,69.6262,70.2424,578788.54581463
2026-01-13,70.4542,71.1474,70.2617,70.8201,270608.54773171
2026-01-14,71.1089,71.3592,70.3964,71.1666,213526.36744029
2026-01-15,71.3399,71.725,70.589,71.4362,272781.48464796
2026-01-16,71.5325,72.6108,71.0511,72.2449,412494.47301718
2026-01-19,72.3027,72.8226,71.2629,72.3027,210010.40593861
2026-01-20,72.6878,73.1692,71.1089,73.1692,376136.21115459
2026-01-21,73.458,74.1319,72.2064,73.9394,266051.82007798
2026-01-22,74.2282,75.7686,73.9394,75.4798,411025.76709004
2026-01-23,75.4798,75.4798,74.3245,74.5363,206753.07794177
2026-01-26,74.5363,74.8636,72.0139,73.2654,447663.43623298
2026-01-27,73.8238,75.0754,72.9381,73.4002,313753.60204689
2026-01-28,74.0549,74.0549,72.0139,73.1692,336201.74384139
2026-01-29,73.2462,73.6506,72.5145,73.0729,384580.75089127
2026-01-30,75.4798,81.6414,75.2102,81.6414,1646351.829557
2026-02-02,82.7582,85.8582,82.3153,83.4129,917990.02283678
2026-02-03,82.8352,85.3384,81.6414,84.4526,654277.32987897
2026-02-04,84.4334,85.5694,83.3551,84.9148,390887.66913004
2026-02-05,84.8955,85.2421,82.4309,83.047,408283.62872536
2026-02-06,82.8352,84.0098,81.8339,83.047,287567.21935297
2026-02-09,83.6439,88.3036,83.2781,87.1098,939265.48500486
2026-02-10,87.5912,88.0918,86.7632,87.5142,323300.19057332
2026-02-11,87.726,87.803,85.1266,86.3011,376622.31750105
2026-02-12,86.3396,86.3396,84.0868,85.1073,246507.85209699
2026-02-13,85.0688,87.0328,84.2408,86.8403,355905.66989365
2026-02-16,87.6105,88.4769,86.744,88.0918,259349.16141613
2026-02-17,87.9378,87.9378,84.9148,85.6657,233311.31121696
2026-02-18,85.7042,86.6285,85.1651,86.2819,161849.52353136
2026-02-19,86.5514,86.5514,84.5489,85.2613,201043.40574835
2026-02-20,84.934,85.2228,83.7594,85.2228,170164.22717124
2026-02-23,85.3576,86.0123,84.3756,85.3769,299047.84637752
2026-02-24,85.3384,85.7812,82.893,84.029,243752.21077824
2026-02-25,84.3178,85.3961,83.8942,84.78,177810.01524033
2026-02-26,85.1458,85.2228,84.0483,84.8955,170758.35715025
2026-02-27,85.2421,86.5129,84.5297,85.5887,317111.68285485
2026-03-02,85.2036,88.0918,84.6259,87.7452,488578.42574931
2026-03-03,87.1483,88.4769,86.2048,88.1111,693682.06591718
2026-03-04,88.1111,90.1136,87.3024,89.536,681261.42555171
2026-03-05,90.0173,90.1329,87.8608,89.3242,365679.7312617
2026-03-06,89.536,90.3832,87.4757,88.5732,433419.89706826
2026-03-09,88.4769,90.2099,87.8415,89.536,582492.5099845
2026-03-10,90.3062,93.3292,90.2099,92.2894,683789.59402884
2026-03-11,92.4242,93.1559,90.9801,91.9428,398365.18961766
2026-03-12,92.4242,92.4242,88.8043,90.0751,322559.6054771
2026-03-13,90.3639,91.2304,88.8043,90.1906,265059.87229833
2026-03-16,90.0366,90.1906,88.4769,89.5937,287798.84694969
2026-03-17,89.4012,91.3652,88.9391,90.9031,441886.24926921
2026-03-18,91.0379,92.5012,90.9031,90.9801,216538.56488634
2026-03-19,91.0956,91.654,90.2484,90.9801,259481.07489049
2026-03-20,91.4422,91.4422,86.744,88.1689,862202.04875838
2026-03-23,87.9956,88.5732,83.1818,87.7645,573542.12881464
2026-03-24,87.9956,88.1689,86.5322,87.3024,265583.37144068
2026-03-25,88.5732,89.1124,87.649,88.4577,277118.0102815
2026-03-26,88.6695,88.6695,87.1868,88.0918,258269.96377942
2026-03-27,87.6105,90.9801,87.6105,89.2471,464218.05792096
2026-03-30,88.5925,89.8633,87.7067,88.785,531578.06363606
2026-03-31,89.0546,91.1726,88.6502,91.1534,307232.71392058
2026-04-01,91.5,92.2894,90.7875,91.3267,375081.94204847
2026-04-02,91.423,92.1354,90.3254,92.1354,302879.56926665
2026-04-07,92.1354,94.9755,91.6636,94.9755,630623.27041728
2026-04-08,95.8709,96.2752,92.9249,96.2752,631170.65940144
2026-04-09,96.2752,100.145,96.2752,100.126,746621.95537589
2026-04-10,100.608,102.032,99.1635,100.3,635028.34950994
2026-04-13,101.089,103.977,100.704,103.977,657722.66054399
2026-04-14,102.148,106.365,100.434,106.365,622468.52484868
2026-04-15,106.365,109.215,106.134,109.215,612067.09546084
2026-04-16,109.754,109.754,100.223,104.651,943189.65119492
2026-04-17,105.806,106.866,103.9,105.672,391125.5288594
2026-04-20,105.672,105.691,102.649,104.574,360422.92737395
2026-04-21,104.786,104.786,101.744,102.283,353230.00761054
2026-04-22,101.859,105.961,101.859,105.961,403463.07412291
2026-04-23,106.384,106.403,102.379,102.86,240395.16865905
2026-04-24,102.495,103.169,100.145,101.859,435999.99998412
2026-04-27,104.651,104.844,100.242,100.8,345130.31254699
2026-04-28,101.089,103.977,100.858,101.859,403725.86238286
2026-04-29,102.013,104.459,96.2656,96.9877,1525201.2482768
2026-04-30,98.2007,98.6436,96.5833,98.2007,399110.96815775
2026-05-04,99.048,99.048,93.0211,95.3125,746787.10689104
2026-05-05,95.7939,97.0069,94.5808,95.9575,265257.22316549
2026-05-06,97.1417,98.5088,96.2945,98.2778,344591.23307302
2026-05-07,99.1635,99.5293,98.0274,99.5293,352662.88353966
2026-05-08,100.088,100.088,96.3908,96.7759,299570.30683109
2026-05-11,98.2007,103.265,96.9684,103.13,671215.22772474
2026-05-12,103.823,104.651,101.59,101.686,820201.6294727
2026-05-13,103.977,104.844,102.533,104.786,709688.25993222
2026-05-14,105.036,106.711,104.035,106.192,483779.68361112
2026-05-15,105.903,106.846,99.6641,101.493,640646.61709121
2026-05-18,102.533,102.668,98.7399,100.8,371502.62053154
2026-05-19,101.686,101.994,100.665,101.609,152420.30683645
2026-05-20,101.493,103.303,101.301,103.265,202582.74251216
2026-05-21,102.244,104.382,100.993,103.303,150742.82446564
2026-05-22,103.958,105.267,102.687,104.979,271872.63197028
2026-05-25,105.056,105.999,103.881,105.864,159646.46464065
2026-05-26,105.903,106.673,103.977,104.786,237146.15017242
2026-05-27,102.591,102.591,95.5147,96.0827,1340086.1348854
2026-05-28,97.0454,99.048,95.4473,98.2007,496176.43413478
2026-05-29,99.125,99.8952,98.2007,99.7796,320646.34075447
2026-06-01,100.088,100.088,97.7964,99.2405,278503.62110668
2026-06-02,99.4523,100.049,98.2392,98.9902,285853.38287505
2026-06-03,99.4331,102.052,98.1815,101.878,272119.83989861
2026-06-05,102.687,106.288,102.533,104.555,1734718.2770475
2026-06-08,103.997,104.439,99.7604,103.265,508700.9433777
2026-06-09,103.688,105.806,102.341,104.979,329083.60966974
2026-06-10,103.977,104.94,102.783,104.844,369462.63577842
2026-06-11,104.882,105.518,103.997,104.94,219481.1701845
2026-06-12,106.24,110.22,106.22,110,436134
2026-06-15,109.9,110.52,106.82,108.16,366104
2026-06-16,108.14,110,107.92,108.92,304638
2026-06-17,109.48,109.98,108.22,109.14,339241
2026-06-18,109.8,110,109,110,325543
2026-06-19,110,110.1,108.68,109.5,297517
2026-06-22,109.5,109.82,107.7,109.4,134743
2026-06-23,108.54,109.24,107.48,109.1,266131
2026-06-24,109.2,109.94,106.84,107.54,300361
2026-06-25,107.5,108.66,105.92,107.6,245060
2026-06-26,107.94,107.94,104.12,104.12,250059
2026-06-29,104.58,106.78,103.5,105.54,174715
2026-06-30,106,107.68,103.52,106.96,260177
2026-07-01,107.1,110,105.94,110,424306
2026-07-02,110,118.98,109.72,116.94,939309
2026-07-03,116.5,118.7,115.6,118.4,201604
2026-07-06,118.8,120.2,117.78,120.2,289508
2026-07-07,120,122.6,118.9,121.44,513782
2026-07-08,122.06,124,120.24,124,442314
2026-07-09,123.94,128.96,123.86,127.9,671041
2026-07-10,127.98,129.4,125.78,129.4,593503
2026-07-13,129,129.9,124.72,128.14,477455
2026-07-14,127.6,130.7,126.42,130.7,340685
2026-07-15,130.8,135.2,129.82,135.2,762927
2026-07-16,134.9,134.9,130.72,131.8,312834
2026-07-17,131,132.2,128.52,131.4,253577
2026-07-20,131.4,133.66,130.58,133.46,190120
2026-07-21,134,137.58,133.54,137.58,331684
