Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-09-25,113.119,119.945,112.144,118.969,8508.3555763862
2024-09-26,117.994,122.382,117.994,121.895,7277.7870948069
2024-09-27,120.432,126.283,120.432,125.308,9259.0023501496
2024-09-30,125.795,128.721,125.308,127.746,9061.0859193622
2024-10-01,127.746,129.208,123.845,129.208,17280.257902577
2024-10-02,129.208,129.208,127.258,128.233,4900.7389778896
2024-10-03,128.233,128.721,127.258,127.746,10743.888317922
2024-10-04,127.746,129.208,120.92,120.92,7360.8504673135
2024-10-07,119.945,120.432,117.019,117.019,10282.42513733
2024-10-08,117.507,119.945,115.557,118.482,7592.6075313443
2024-10-09,119.457,121.407,116.532,120.432,3901.927560341
2024-10-10,121.407,122.87,119.457,119.945,760.90151110987
2024-10-11,119.945,125.308,119.945,124.333,4572.5873828018
2024-10-14,124.333,124.333,118.969,121.895,123704.94755823
2024-10-15,121.895,123.845,118.969,122.87,1284.9185895157
2024-10-16,122.87,122.87,118.969,118.969,2699.0468695973
2024-10-17,122.87,122.87,115.069,115.069,10037.336914748
2024-10-18,116.044,120.92,116.044,119.457,3276.3885822049
2024-10-21,119.457,121.895,116.044,119.945,29868.973469134
2024-10-22,119.945,119.945,116.044,116.044,14888.853153375
2024-10-23,115.557,117.019,114.094,117.019,4668.9819138588
2024-10-24,117.994,117.994,113.606,113.606,4236.2319978367
2024-10-25,113.606,114.581,106.293,110.681,8976.997073121
2024-10-28,111.656,117.019,111.168,113.606,3862.9595584244
2024-10-29,114.094,117.019,111.168,111.168,15424.150442862
2024-10-30,111.168,114.094,110.681,113.606,18413.406379365
2024-10-31,112.631,116.044,112.631,116.044,5034.050563394
2024-11-04,114.094,116.044,112.631,115.557,3322.5349002641
2024-11-05,115.557,116.532,109.706,112.631,6572.2611653681
2024-11-06,113.606,113.606,110.681,113.606,10942.830222444
2024-11-07,113.606,114.581,111.168,113.606,1984.2916765466
2024-11-08,114.581,115.069,110.681,112.144,67881.233865118
2024-11-12,112.144,121.407,111.656,117.507,13383.45771091
2024-11-13,121.407,125.795,118.482,123.845,13149.649699409
2024-11-14,124.82,124.82,119.457,121.407,8090.9877663839
2024-11-15,121.407,123.845,121.407,122.382,6418.4401051707
2024-11-18,119.945,123.845,117.994,120.432,5493.4627965169
2024-11-19,122.382,123.845,115.069,123.358,8160.7199803401
2024-11-20,118.482,122.382,118.482,122.382,5338.6162625849
2024-11-21,122.382,124.333,120.92,120.92,17440.231805183
2024-11-22,121.407,122.87,119.945,121.895,2365.7679058362
2024-11-25,123.358,123.845,121.895,122.382,3050.784360582
2024-11-26,122.382,123.845,122.382,123.358,1079.8238425858
2024-11-27,123.358,123.358,119.457,119.945,1313.6318540859
2024-11-28,119.945,123.358,117.019,118.969,2796.466874389
2024-11-29,125.795,136.034,124.333,136.034,253476.59773064
2024-12-02,136.522,141.398,132.621,134.084,54226.025614527
2024-12-03,132.134,134.572,129.696,129.696,13253.222546609
2024-12-04,130.671,132.134,128.233,128.721,15825.11067311
2024-12-05,131.646,131.646,128.721,129.208,9792.2486921673
2024-12-06,131.646,131.646,125.795,130.184,11761.158262694
2024-12-09,130.184,131.159,127.258,129.208,9127.7417121145
2024-12-10,129.208,134.572,126.771,131.646,14976.01842082
2024-12-11,131.646,134.084,127.746,129.208,3659.9157589638
2024-12-12,129.208,130.671,125.795,127.258,8263.267353805
2024-12-13,127.746,139.447,126.771,131.646,16015.848787755
2024-12-16,135.547,141.398,133.109,141.398,10543.920939665
2024-12-17,141.398,143.349,138.96,142.373,36420.725159809
2024-12-18,142.861,142.861,134.572,138.472,27616.007674109
2024-12-19,139.447,139.447,135.547,137.985,4918.1720313786
2024-12-20,139.447,139.447,135.059,139.447,11590.929622742
2024-12-23,141.398,142.373,139.447,142.373,23723.30937738
2024-12-27,142.373,149.2,140.91,145.299,15750.25109048
2024-12-30,147.737,148.225,144.812,146.762,6580.4649552453
2025-01-02,146.274,146.274,142.861,146.274,7282.9144634802
2025-01-03,146.274,150.175,145.299,147.737,20937.097240337
2025-01-07,148.712,148.712,140.422,141.885,13980.283424476
2025-01-08,142.373,142.861,137.009,138.96,23083.413766958
2025-01-09,138.96,139.447,135.547,138.472,8449.9035735112
2025-01-10,138.96,144.324,138.96,143.349,8819.074117985
2025-01-13,142.861,143.836,140.91,143.836,6585.5923239186
2025-01-14,142.373,147.249,142.373,146.274,19032.792515093
2025-01-15,146.274,153.588,145.299,150.175,22565.54953096
2025-01-16,150.175,151.638,144.812,147.737,14942.177787577
2025-01-17,147.249,153.1,147.249,152.125,10801.314847062
2025-01-20,154.075,154.075,149.687,151.15,4687.4404410825
2025-01-21,151.15,154.563,150.662,152.125,13295.26696973
2025-01-22,152.125,153.588,149.2,150.662,5841.0983925631
2025-01-23,151.15,152.613,149.2,150.175,9499.9886777922
2025-01-24,150.662,151.15,149.687,149.687,4469.0145356022
2025-01-27,149.687,150.662,145.787,149.2,6564.0573754909
2025-01-28,147.737,150.662,147.249,149.2,5632.9272244292
2025-01-29,149.687,152.125,149.687,150.662,6163.097145243
2025-01-30,150.662,155.538,149.687,155.05,11450.439721095
2025-01-31,155.05,157.488,149.2,157.001,8008.9498676119
2025-02-03,153.1,156.026,150.175,155.05,16904.934515696
2025-02-04,155.05,156.026,149.687,151.15,9256.9514026803
2025-02-05,151.638,152.125,145.299,146.762,16130.701846035
2025-02-06,147.249,151.638,144.324,151.15,5119.1648833699
2025-02-07,151.638,157.976,147.249,156.026,9872.2356434699
2025-02-10,156.513,157.976,148.712,154.075,15627.194242322
2025-02-11,154.563,155.05,150.175,151.15,6260.5171500347
2025-02-12,151.15,152.613,147.737,150.175,7346.4938350284
2025-02-13,151.15,153.588,148.225,149.687,7377.2580470679
2025-02-14,150.662,152.613,147.737,152.125,7560.8178455702
2025-02-17,152.125,153.1,144.812,146.274,15389.284335884
2025-02-18,147.249,152.613,145.299,151.638,6112.8489322452
2025-02-19,152.125,153.588,147.249,151.15,44709.62935698
2025-02-20,154.075,154.075,143.349,148.712,8627.3105296055
2025-02-21,149.2,155.538,147.249,154.563,6866.5721272125
2025-02-24,155.05,155.05,148.225,151.638,6452.2807384141
2025-02-25,150.175,154.563,150.175,154.075,12059.571119477
2025-02-26,154.075,155.538,153.1,153.588,3634.2789155975
2025-02-27,155.05,155.05,152.125,154.075,15600.531925222
2025-02-28,152.125,152.613,149.687,152.613,5341.6926837888
2025-03-03,152.613,152.613,147.249,151.15,6767.1011749515
2025-03-04,148.712,150.662,146.762,146.762,9406.6705679391
2025-03-05,147.737,150.662,144.812,145.787,4591.0459100254
2025-03-06,146.274,149.2,140.91,144.812,19488.102853278
2025-03-07,144.812,148.225,141.885,145.787,8592.4444226275
2025-03-10,144.324,147.737,142.373,144.812,13944.391843763
2025-03-11,142.373,146.274,140.91,140.91,14709.395249811
2025-03-12,140.422,143.349,136.522,142.373,3158.4591027202
2025-03-13,140.422,144.324,139.935,141.398,3947.0484046656
2025-03-14,141.398,142.861,139.935,141.398,11953.947324808
2025-03-17,141.885,149.2,141.398,149.2,6144.6386180193
2025-03-18,149.2,152.613,147.737,152.613,16640.362292156
2025-03-19,153.588,157.976,151.15,152.125,22671.173325629
2025-03-20,153.1,155.05,148.225,151.15,23524.367472858
2025-03-21,148.225,152.125,147.737,152.125,11339.688557753
2025-03-24,152.125,155.05,149.687,155.05,20900.18018589
2025-03-25,155.05,155.538,149.2,149.687,9910.178171652
2025-03-26,149.687,151.638,147.737,149.2,8116.6246097501
2025-03-27,149.687,149.687,144.324,145.787,8821.1250654543
2025-03-28,146.274,146.274,140.91,141.398,11426.853825198
2025-03-31,143.836,147.737,141.398,147.737,7256.2521463793
2025-04-01,145.883,149.59,145.883,146.859,5921.0853438657
2025-04-02,148.225,149.2,143.739,144.324,6275.8992560544
2025-04-03,144.324,147.834,141.203,142.568,11746.801630409
2025-04-04,142.568,142.568,136.717,136.717,22794.230173787
2025-04-07,128.721,134.767,126.771,134.572,24954.903332694
2025-04-08,135.547,137.692,133.011,135.352,4794.089709486
2025-04-09,135.352,136.132,131.452,133.011,11644.254256944
2025-04-10,139.447,139.447,135.157,136.327,16872.119356187
2025-04-11,134.572,137.107,134.572,134.767,6055.4224031048
